,date,Inflation,Output_Gap,Interest_Rate
0,2021-07-01,0.2864254415035248,0.1339654177427292,7.9066176
1,2021-10-01,0.6972643733024597,0.007606989238411188,11.645281
2,2022-01-01,0.949783205986023,0.0019231225596740842,13.778705
3,2022-04-01,0.9781172275543213,0.00224050460383296,12.596482
4,2022-07-01,0.9988921880722046,8.204752703022677e-06,29.879679
5,2022-10-01,0.992217481136322,0.0004141086246818304,17.71697
6,2023-01-01,0.9588680267333984,0.01054389588534832,7.515538
7,2023-04-01,0.5021678805351257,0.1424284726381302,0.0
8,2023-07-01,0.7295076251029968,0.02254299260675907,7.0816417
9,2023-10-01,0.9633846879005432,0.0013055999297648668,14.94131
10,2024-01-01,0.9931422472000122,0.0002482646668795496,19.415318
11,2024-04-01,0.9901095032691956,0.0006393346120603383,16.379105
12,2024-07-01,0.9881120324134827,0.0009007178014144301,15.322564
13,2024-10-01,0.7414644956588745,0.0927155539393425,1.0946345
14,2025-01-01,0.9922330975532532,7.623183773830533e-05,23.910984
15,2025-04-01,0.9823055863380432,0.001981888897716999,12.859576
16,2025-07-01,0.9963126182556152,8.413736941292882e-05,22.717964
17,2025-10-01,0.9828281402587891,0.0019230556208640337,12.942581
18,2026-01-01,0.8332257866859436,0.07272323966026306,1.6463023
19,2026-04-01,0.9898481369018555,0.00023372765281237662,20.16807
20,2026-07-01,0.9824168086051941,0.0019260590197518468,12.955503
21,2026-10-01,0.9830595254898071,0.0017053246265277267,13.360035
22,2027-01-01,0.9550271034240723,0.011826364323496819,7.1621327
23,2027-04-01,0.964741587638855,0.005861063953489065,9.589017
24,2027-07-01,0.9607802033424377,0.007785916328430176,8.622257
25,2027-10-01,0.9836512207984924,0.001379364519380033,14.097096
26,2028-01-01,0.9503986239433289,0.014418110251426697,6.489034
27,2028-04-01,0.9428293108940125,0.0154944509267807,6.405632
28,2028-07-01,0.9723694324493408,0.003417953150346875,11.339857
29,2028-10-01,0.4917735159397125,0.14654067158699036,0.0
30,2029-01-01,0.7255485653877258,0.021724171936511993,7.2516594
31,2029-04-01,0.9754002690315247,0.0005734982551075518,17.517227
32,2029-07-01,0.9880416989326477,0.0008184435428120196,15.658685
33,2029-10-01,0.9935007691383362,0.00026729339151643217,19.11459
34,2030-01-01,0.9669859409332275,0.006683920510113239,9.006026
35,2030-04-01,0.9359018802642822,0.022019928321242332,5.151726
36,2030-07-01,0.9921876788139343,0.0002699827018659562,19.294483
37,2030-10-01,0.5135670304298401,0.14310427010059357,0.0
38,2031-01-01,0.8774023056030273,0.003844805993139744,12.641333
39,2031-04-01,0.9713869690895081,0.002276780316606164,12.743039
40,2031-07-01,0.9719175100326538,0.004171899985522032,10.592047
41,2031-10-01,0.980155885219574,0.002164472360163927,12.65223
42,2032-01-01,0.9547914266586304,0.011725753545761108,7.201996
43,2032-04-01,0.9952154159545898,0.00011648145300569013,21.81251
44,2032-07-01,0.9739011526107788,0.004205908626317978,10.489805
45,2032-10-01,0.9453558921813965,0.016452867537736893,6.0822005
46,2033-01-01,0.9204728007316589,0.03222334384918213,4.0769954
47,2033-04-01,0.9442980885505676,0.012121128849685192,7.4087334
48,2033-07-01,0.9387299418449402,0.017101965844631195,6.0831
49,2033-10-01,0.9485764503479004,0.011596940457820892,7.43907
50,2034-01-01,0.9447044730186462,0.014279920607805252,6.679277
51,2034-04-01,0.47656959295272827,0.15299725532531738,0.0
52,2034-07-01,0.9792134761810303,9.27593864616938e-05,24.252768
53,2034-10-01,0.8987203240394592,0.05221853777766228,2.4335504
54,2035-01-01,0.8995975852012634,0.04110153391957283,3.5315557
55,2035-04-01,0.8604468703269958,0.06218500807881355,2.095939
56,2035-07-01,0.4769520163536072,0.15748174488544464,0.0
57,2035-10-01,0.729683518409729,0.018867092207074165,7.798031
58,2036-01-01,0.8509277105331421,0.024831144139170647,5.5698004
59,2036-04-01,0.4679885804653168,0.156168133020401,0.0
60,2036-07-01,0.4864323139190674,0.13650164008140564,0.9088254
61,2036-10-01,0.989422082901001,2.7504906029207632e-05,27.905403
62,2037-01-01,0.9787458777427673,0.0027742311358451843,11.819927
63,2037-04-01,0.9860197305679321,0.0011453698389232159,14.612123
64,2037-07-01,0.48746007680892944,0.14789459109306335,0.0
65,2037-10-01,0.9440966248512268,0.0006576082087121904,18.192633
66,2038-01-01,0.975240170955658,0.002734560053795576,11.9855585
67,2038-04-01,0.973501980304718,0.0038388094399124384,10.84543
68,2038-07-01,0.996525764465332,7.053305307636037e-05,23.287058
69,2038-10-01,0.9747642874717712,0.003984502516686916,10.656925
70,2039-01-01,0.9720132946968079,0.004240536130964756,10.535815
71,2039-04-01,0.9930319786071777,0.0002744528464972973,19.08774
72,2039-07-01,0.9937742948532104,0.00025450772955082357,19.251978
73,2039-10-01,0.95184725522995,0.01454937644302845,6.421691
74,2040-01-01,0.9889072179794312,0.0006031064549461007,16.719559
75,2040-04-01,0.5097817182540894,0.13858063519001007,0.0
76,2040-07-01,0.9305062890052795,0.0011624132748693228,16.342297
77,2040-10-01,0.9671001434326172,0.004336349666118622,10.584167
78,2041-01-01,0.9982657432556152,1.783350126061123e-05,27.535173
79,2041-04-01,0.9842939972877502,0.001638478715904057,13.436119
80,2041-07-01,0.5052444934844971,0.14064501225948334,0.0
81,2041-10-01,0.9711677432060242,0.00020640120783355087,21.667198
82,2042-01-01,0.9030953645706177,0.04904408007860184,2.5697422
83,2042-04-01,0.9198991656303406,0.023281501606106758,5.316591
84,2042-07-01,0.9944026470184326,0.00012586040247697383,21.697666
85,2042-10-01,0.9780385494232178,0.0030448706820607185,11.513778
86,2043-01-01,0.9876130223274231,0.000897740013897419,15.372133
87,2043-04-01,0.9861838221549988,0.0011878268560394645,14.469211
88,2043-07-01,0.9779901504516602,0.0029071164317429066,11.6863165
89,2043-10-01,0.9431020617485046,0.018423423171043396,5.689763
90,2044-01-01,0.9541323781013489,0.009312625974416733,8.153406
91,2044-04-01,0.9290688037872314,0.02538803219795227,4.754344
92,2044-07-01,0.9960683584213257,6.747998850187287e-05,23.60934
93,2044-10-01,0.9773803353309631,0.00324772740714252,11.304846
94,2045-01-01,0.9973661303520203,4.219676338834688e-05,24.864147
95,2045-04-01,0.5135912895202637,0.1379808783531189,0.0
96,2045-07-01,0.9131751656532288,0.0018546635983511806,14.892018
97,2045-10-01,0.8889249563217163,0.04953759163618088,2.6180112
98,2046-01-01,0.9949159622192383,8.664543565828353e-05,23.018581
99,2046-04-01,0.956238329410553,0.012107530608773232,7.0387564
100,2046-07-01,0.9866302013397217,0.0009012733353301883,15.446702
101,2046-10-01,0.9518390893936157,0.013854903168976307,6.612375
102,2047-01-01,0.9113171696662903,0.042172349989414215,3.1261344
103,2047-04-01,0.9199346899986267,0.02449318952858448,5.0967283
104,2047-07-01,0.9890624284744263,0.00047107067075558007,17.610083
105,2047-10-01,0.9528436660766602,0.01349608600139618,6.691756
106,2048-01-01,0.9976392388343811,2.9440823709592223e-05,26.061865
107,2048-04-01,0.9061755537986755,0.050686489790678024,2.5115829
108,2048-07-01,0.9708548188209534,0.0030835105571895838,11.869687
109,2048-10-01,0.9492782950401306,0.013825329020619392,6.6782
110,2049-01-01,0.9582292437553406,0.00798949133604765,8.613974
111,2049-04-01,0.9846897721290588,0.001189594971947372,14.564656
112,2049-07-01,0.9062209129333496,0.049312952905893326,2.5697672
113,2049-10-01,0.9725136160850525,0.002747551305219531,12.225763
114,2050-01-01,0.9825587868690491,0.0016870759427547455,13.422676
115,2050-04-01,0.9589838981628418,0.009759689681231976,7.8087554
116,2050-07-01,0.99733567237854,3.834093877230771e-05,25.226824
117,2050-10-01,0.9859357476234436,0.0013137150090187788,14.12675
