,date,Inflation,Output_Gap,Interest_Rate,Omega_Psi
0,2021-07-01,0.2668069303035736,0.16995127499103546,7.287511,0.0
1,2021-10-01,0.3362469971179962,0.15679800510406494,3.0805473,0.0
2,2022-01-01,0.43025001883506775,0.07326045632362366,4.2395363,0.0
3,2022-04-01,0.5682417750358582,0.042937081307172775,5.0420327,0.0
4,2022-07-01,0.7112581133842468,0.038327183574438095,4.7699733,0.0
5,2022-10-01,0.7932307720184326,0.04693683236837387,3.4963381,0.0
6,2023-01-01,0.8999433517456055,0.016543056815862656,6.831571,0.0
7,2023-04-01,0.9431220293045044,0.010634860955178738,7.8479915,0.0
8,2023-07-01,0.9344685673713684,0.0194614976644516,5.640332,0.0
9,2023-10-01,0.9362176060676575,0.01748613640666008,6.070092,0.0
10,2024-01-01,0.9083406329154968,0.04183652251958847,3.1995301,0.0
11,2024-04-01,0.8701987266540527,0.05929699167609215,2.2090137,0.0
12,2024-07-01,0.880538821220398,0.04805244877934456,3.0171669,0.0
13,2024-10-01,0.9028436541557312,0.03014007769525051,4.5314984,0.0
14,2025-01-01,0.9084773063659668,0.03108765371143818,4.32216,0.0
15,2025-04-01,0.9316240549087524,0.017064621672034264,6.2893734,0.0
16,2025-07-01,0.9529514908790588,0.009032913483679295,8.283429,0.0
17,2025-10-01,0.9365965723991394,0.019441811367869377,5.6058207,0.0
18,2026-01-01,0.9184170365333557,0.03147473186254501,4.1769986,0.0
19,2026-04-01,0.9346237182617188,0.016654128208756447,6.338001,0.0
20,2026-07-01,0.9161540269851685,0.03355586901307106,3.97196,0.0
21,2026-10-01,0.94364333152771,0.012013829313218594,7.4577518,0.0
22,2027-01-01,0.9209614396095276,0.030749334022402763,4.207821,0.0
23,2027-04-01,0.9374387264251709,0.015484736301004887,6.573698,0.0
24,2027-07-01,0.9531713724136353,0.009313536807894707,8.160996,0.0
25,2027-10-01,0.965139627456665,0.005638666916638613,9.711175,0.0
26,2028-01-01,0.949958860874176,0.013003074564039707,6.9158177,0.0
27,2028-04-01,0.9088283181190491,0.04347918927669525,3.020339,0.0
28,2028-07-01,0.9355653524398804,0.015341546386480331,6.6957765,0.0
29,2028-10-01,0.9317141771316528,0.020217474550008774,5.5550785,0.0
30,2029-01-01,0.945475161075592,0.012548086233437061,7.2105207,0.0
31,2029-04-01,0.9521969556808472,0.010310717858374119,7.793346,0.0
32,2029-07-01,0.9399669170379639,0.017274675890803337,6.0127974,0.0
33,2029-10-01,0.9441350102424622,0.013847926631569862,6.8354836,0.0
34,2030-01-01,0.9606082439422607,0.006822552531957626,9.139988,0.0
35,2030-04-01,0.9487665891647339,0.013236441649496555,6.876107,0.0
36,2030-07-01,0.9445632100105286,0.014388698153197765,6.658838,0.0
37,2030-10-01,0.9088732600212097,0.0426202155649662,3.1062036,0.05316782
38,2031-01-01,0.9444022178649902,0.01107277162373066,7.7790527,0.0
39,2031-04-01,0.9393604397773743,0.0167382825165987,6.1522293,0.0
40,2031-07-01,0.9161268472671509,0.035967934876680374,3.742143,0.0
41,2031-10-01,0.930274486541748,0.018821103498339653,5.945988,0.0
42,2032-01-01,0.9180513620376587,0.029750553891062737,4.357289,0.0
43,2032-04-01,0.9436089396476746,0.012207061983644962,7.3846703,0.0
44,2032-07-01,0.921901285648346,0.029569273814558983,4.327749,0.0
45,2032-10-01,0.9392143487930298,0.014703205786645412,6.74208,0.0
46,2033-01-01,0.9095324277877808,0.041513822972774506,3.2119944,0.0
47,2033-04-01,0.896601676940918,0.045146919786930084,3.0682907,0.0
48,2033-07-01,0.9064527750015259,0.03155042603611946,4.3439226,0.0
49,2033-10-01,0.9311223030090332,0.017093272879719734,6.292634,0.0
50,2034-01-01,0.9549957513809204,0.00820827204734087,8.5945425,0.0
51,2034-04-01,0.9590663313865662,0.00794606376439333,8.594885,0.0
52,2034-07-01,0.9401973485946655,0.017917923629283905,5.854358,0.0
53,2034-10-01,0.9230954051017761,0.027680490165948868,4.5514913,0.0
54,2035-01-01,0.9098613262176514,0.03786598891019821,3.6503363,0.0
55,2035-04-01,0.9135080575942993,0.028906797990202904,4.5559635,0.0
56,2035-07-01,0.9284024238586426,0.01940292865037918,5.8251357,0.0
57,2035-10-01,0.9293648600578308,0.020722297951579094,5.5116615,0.0
58,2036-01-01,0.9373428821563721,0.016285816207528114,6.335054,0.0
59,2036-04-01,0.9580034017562866,0.007432216312736273,8.893165,0.0
